,sigma,seed,rqaoa_type,n_steps,n_max,r,optimization_schedule
360,1.0,81,custom,3,3,0.9377887163495529,"[3, 3, 3]"
361,1.0,81,adaptive,3,3,0.9377887163495529,"[1, 2, 2, 2, 1, 1]"
362,1.0,82,custom,3,3,1.0,"[3, 3, 2, 1]"
363,1.0,82,adaptive,3,3,1.0,"[3, 1, 2, 2, 1]"
364,1.0,83,custom,3,3,0.5399810893843081,"[3, 3, 3]"
365,1.0,83,adaptive,3,3,1.0,"[2, 1, 3, 1, 2]"
366,1.0,84,custom,3,3,0.938974484036658,"[3, 3, 3]"
367,1.0,84,adaptive,3,3,0.8749775426809011,"[3, 2, 3, 1]"
368,1.0,85,custom,3,3,0.7210022922415431,"[3, 3, 3]"
369,1.0,85,adaptive,3,3,0.7711302146351187,"[2, 1, 2, 1, 2, 1]"
370,1.0,86,custom,3,3,0.9216728562615136,"[3, 3, 3]"
371,1.0,86,adaptive,3,3,0.9216728562615136,"[3, 2, 2, 1, 1]"
372,1.0,87,custom,3,3,1.0,"[3, 3, 3]"
373,1.0,87,adaptive,3,3,1.0,"[1, 3, 2, 2, 1]"
374,1.0,88,custom,3,3,0.9342091227058367,"[3, 3, 3]"
375,1.0,88,adaptive,3,3,0.760779924859213,"[2, 1, 2, 2, 2]"
376,1.0,89,custom,3,3,0.8865739320967988,"[3, 3, 3]"
377,1.0,89,adaptive,3,3,0.9962127597819426,"[2, 2, 1, 1, 2, 1]"
378,1.0,90,custom,3,3,1.0,"[3, 3, 3]"
379,1.0,90,adaptive,3,3,0.8570078048220766,"[1, 3, 2, 2, 1]"
380,1.0,91,custom,3,3,1.0,"[3, 3, 3]"
381,1.0,91,adaptive,3,3,0.7748655668759893,"[1, 2, 2, 2, 2]"
382,1.0,92,custom,3,3,0.8086842341007234,"[3, 3, 3]"
383,1.0,92,adaptive,3,3,0.8086842341007234,"[2, 2, 2, 2, 1]"
384,1.0,93,custom,3,3,0.6610833645917917,"[3, 3, 3]"
385,1.0,93,adaptive,3,3,0.9871067954885557,"[1, 2, 2, 2, 1, 1]"
386,1.0,94,custom,3,3,0.8956846125770769,"[3, 3, 3]"
387,1.0,94,adaptive,3,3,0.8954747293814334,"[2, 1, 1, 1, 2, 1, 1]"
388,1.0,95,custom,3,3,1.0,"[3, 3, 3]"
389,1.0,95,adaptive,3,3,1.0,"[1, 2, 1, 2, 1, 1, 1]"
390,1.0,96,custom,3,3,0.8649205872677179,"[3, 3, 3]"
391,1.0,96,adaptive,3,3,1.0,"[2, 2, 3, 1, 1]"
392,1.0,97,custom,3,3,0.8967213437950974,"[3, 3, 2, 1]"
393,1.0,97,adaptive,3,3,1.0,"[2, 1, 1, 1, 1, 1, 1, 1]"
394,1.0,98,custom,3,3,1.0,"[3, 3, 3]"
395,1.0,98,adaptive,3,3,1.0,"[3, 1, 3, 1, 1]"
396,1.0,99,custom,3,3,0.7645413893667364,"[3, 3, 3]"
397,1.0,99,adaptive,3,3,1.0,"[2, 1, 2, 2, 1, 1]"
398,1.0,100,custom,3,3,1.0,"[3, 3, 3]"
399,1.0,100,adaptive,3,3,1.0,"[2, 2, 2, 2, 1]"
400,10.0,1,custom,3,3,1.0,"[3, 3, 3]"
401,10.0,1,adaptive,3,3,0.9692412251345708,"[2, 1, 2, 2, 2]"
402,10.0,2,custom,3,3,0.9011019435785836,"[3, 3, 3]"
403,10.0,2,adaptive,3,3,0.8573958703172435,"[2, 3, 2, 1, 1]"
404,10.0,3,custom,3,3,0.711073963553952,"[2, 3, 3, 1]"
405,10.0,3,adaptive,3,3,0.9752083738742974,"[2, 2, 1, 1, 1, 2]"
406,10.0,4,custom,3,3,0.5499161923659273,"[3, 3, 3]"
407,10.0,4,adaptive,3,3,0.6378645736980192,"[2, 3, 1, 1, 1, 1]"
408,10.0,5,custom,3,3,0.8970433467711094,"[3, 3, 3]"
409,10.0,5,adaptive,3,3,0.9176239173968626,"[2, 2, 1, 3, 1]"
410,10.0,6,custom,3,3,0.4449352035228382,"[3, 3, 3]"
411,10.0,6,adaptive,3,3,0.7261727682506821,"[2, 1, 2, 1, 1, 1, 1]"
412,10.0,7,custom,3,3,0.9606860045013305,"[3, 3, 2, 1]"
413,10.0,7,adaptive,3,3,0.9924570837661151,"[2, 1, 2, 1, 2, 1]"
414,10.0,8,custom,3,3,0.9671028069899326,"[3, 3, 3]"
415,10.0,8,adaptive,3,3,0.7653322294229427,"[1, 2, 1, 3, 1, 1]"
416,10.0,9,custom,3,3,0.9535481911787735,"[3, 3, 2, 1]"
417,10.0,9,adaptive,3,3,0.7902248852804138,"[2, 2, 1, 1, 1, 1, 1]"
418,10.0,10,custom,3,3,0.6021465450072548,"[3, 3, 2, 1]"
419,10.0,10,adaptive,3,3,0.8476974193054138,"[2, 1, 1, 2, 2, 1]"
420,10.0,11,custom,3,3,0.6795696184623499,"[3, 3, 3]"
421,10.0,11,adaptive,3,3,0.5895051532733929,"[2, 2, 2, 2, 1]"
422,10.0,12,custom,3,3,0.741277352858933,"[3, 3, 3]"
423,10.0,12,adaptive,3,3,1.0,"[2, 2, 1, 2, 1, 1]"
424,10.0,13,custom,3,3,0.7206074239123594,"[3, 3, 3]"
425,10.0,13,adaptive,3,3,0.7526817274366755,"[1, 3, 1, 2, 1, 1]"
426,10.0,14,custom,3,3,1.0,"[3, 3, 3]"
427,10.0,14,adaptive,3,3,0.5134307258037042,"[2, 3, 2, 1, 1]"
428,10.0,15,custom,3,3,0.9757381498285008,"[3, 3, 3]"
429,10.0,15,adaptive,3,3,0.9757381498285008,"[1, 1, 1, 2, 2, 1, 1]"
430,10.0,16,custom,3,3,0.8636589409008056,"[3, 3, 3]"
431,10.0,16,adaptive,3,3,0.8636589409008056,"[2, 1, 1, 2, 1, 1, 1]"
432,10.0,17,custom,3,3,0.7948403391151848,"[3, 3, 3]"
433,10.0,17,adaptive,3,3,0.7869941248344545,"[2, 2, 2, 2, 1]"
434,10.0,18,custom,3,3,1.0,"[3, 3, 3]"
435,10.0,18,adaptive,3,3,0.7522695544060376,"[2, 2, 2, 1, 1, 1]"
436,10.0,19,custom,3,3,0.700155926136337,"[3, 3, 3]"
437,10.0,19,adaptive,3,3,1.0,"[2, 3, 2, 2]"
438,10.0,20,custom,3,3,0.7659788652642535,"[3, 3, 3]"
439,10.0,20,adaptive,3,3,0.9047435805542667,"[2, 1, 2, 2, 2]"
440,10.0,21,custom,3,3,0.9638343021527683,"[3, 3, 3]"
441,10.0,21,adaptive,3,3,0.8821274402755386,"[2, 2, 1, 1, 2, 1]"
442,10.0,22,custom,3,3,0.8157731764499736,"[3, 3, 2, 1]"
443,10.0,22,adaptive,3,3,0.8813572313368342,"[1, 3, 1, 2, 1, 1]"
444,10.0,23,custom,3,3,0.8578620883056929,"[3, 3, 3]"
445,10.0,23,adaptive,3,3,0.7907313562953528,"[2, 2, 2, 2, 1]"
446,10.0,24,custom,3,3,1.0,"[3, 3, 3]"
447,10.0,24,adaptive,3,3,0.7400522948498675,"[1, 2, 1, 2, 1, 2]"
448,10.0,25,custom,3,3,0.8235777193464968,"[3, 3, 3]"
449,10.0,25,adaptive,3,3,0.7414236642265039,"[2, 2, 2, 1, 2]"
450,10.0,26,custom,3,3,1.0,"[3, 2, 3, 1]"
451,10.0,26,adaptive,3,3,1.0,"[1, 1, 2, 2, 3]"
452,10.0,27,custom,3,3,1.0,"[3, 3, 3]"
453,10.0,27,adaptive,3,3,0.7565377813556186,"[2, 1, 1, 2, 2, 1]"
454,10.0,28,custom,3,3,0.7236296652842081,"[3, 3, 3]"
455,10.0,28,adaptive,3,3,0.7336767198899925,"[1, 2, 2, 1, 2, 1]"
456,10.0,29,custom,3,3,0.8890747963391716,"[3, 3, 3]"
457,10.0,29,adaptive,3,3,1.0,"[2, 1, 2, 2, 1, 1]"
458,10.0,30,custom,3,3,0.7021423352896883,"[3, 3, 2, 1]"
459,10.0,30,adaptive,3,3,0.6249467818023798,"[2, 1, 2, 2, 2]"
460,10.0,31,custom,3,3,0.9827690862412957,"[2, 3, 3, 1]"
461,10.0,31,adaptive,3,3,0.8117644323003508,"[2, 2, 1, 2, 1, 1]"
462,10.0,32,custom,3,3,0.9032894788912587,"[3, 3, 3]"
463,10.0,32,adaptive,3,3,0.9032894788912587,"[1, 1, 2, 2, 2, 1]"
464,10.0,33,custom,3,3,1.0,"[3, 3, 3]"
465,10.0,33,adaptive,3,3,0.8701342386086411,"[2, 2, 2, 1, 1, 1]"
466,10.0,34,custom,3,3,0.8942389914038623,"[3, 3, 3]"
467,10.0,34,adaptive,3,3,0.8942389914038623,"[1, 1, 2, 2, 2, 1]"
468,10.0,35,custom,3,3,0.7225308454450649,"[3, 3, 3]"
469,10.0,35,adaptive,3,3,0.7980542059398179,"[2, 2, 2, 3]"
470,10.0,36,custom,3,3,0.9182629373667192,"[3, 3, 3]"
471,10.0,36,adaptive,3,3,1.0,"[1, 1, 2, 1, 2, 1, 1]"
472,10.0,37,custom,3,3,0.7162165220965807,"[3, 3, 3]"
473,10.0,37,adaptive,3,3,0.854875114576816,"[1, 2, 2, 1, 2, 1]"
474,10.0,38,custom,3,3,0.931949711951772,"[3, 3, 3]"
475,10.0,38,adaptive,3,3,0.7640891447889946,"[1, 1, 1, 1, 2, 2, 1]"
476,10.0,39,custom,3,3,1.0,"[3, 3, 3]"
477,10.0,39,adaptive,3,3,1.0,"[3, 2, 2, 1, 1]"
478,10.0,40,custom,3,3,1.0,"[3, 3, 3]"
479,10.0,40,adaptive,3,3,1.0,"[2, 2, 1, 1, 2, 1]"
480,10.0,41,custom,3,3,0.9272214291226589,"[3, 3, 3]"
481,10.0,41,adaptive,3,3,1.0,"[2, 2, 3, 1, 1]"
482,10.0,42,custom,3,3,0.8801419084332195,"[3, 3, 3]"
483,10.0,42,adaptive,3,3,0.811658084132338,"[1, 2, 1, 1, 2, 2]"
484,10.0,43,custom,3,3,0.8836220969294678,"[3, 3, 3]"
485,10.0,43,adaptive,3,3,1.0,"[3, 2, 3, 1]"
486,10.0,44,custom,3,3,0.8944766323801523,"[3, 3, 3]"
487,10.0,44,adaptive,3,3,0.8944766323801523,"[2, 1, 2, 1, 2, 1]"
488,10.0,45,custom,3,3,0.6872938916696125,"[3, 3, 3]"
489,10.0,45,adaptive,3,3,0.7759087181035975,"[2, 2, 1, 2, 1, 1]"
490,10.0,46,custom,3,3,0.9920672128503533,"[3, 3, 3]"
491,10.0,46,adaptive,3,3,0.9920672128503533,"[2, 1, 2, 3, 1]"
492,10.0,47,custom,3,3,0.43366329366329803,"[3, 3, 3]"
493,10.0,47,adaptive,3,3,0.8703767032996156,"[2, 2, 1, 2, 1, 1]"
494,10.0,48,custom,3,3,0.6727303814670929,"[3, 3, 3]"
495,10.0,48,adaptive,3,3,0.7146937772295403,"[1, 1, 1, 2, 2, 1, 1]"
496,10.0,49,custom,3,3,0.643575542085654,"[3, 3, 2, 1]"
497,10.0,49,adaptive,3,3,0.7645128922109587,"[2, 1, 1, 3, 1, 1]"
498,10.0,50,custom,3,3,0.6368740827570497,"[3, 3, 3]"
499,10.0,50,adaptive,3,3,1.0,"[1, 2, 2, 2, 1, 1]"
500,10.0,51,custom,3,3,0.6939061235041163,"[3, 3, 3]"
501,10.0,51,adaptive,3,3,0.8854641373424494,"[1, 2, 2, 1, 2, 1]"
502,10.0,52,custom,3,3,0.9711710207092751,"[3, 3, 3]"
503,10.0,52,adaptive,3,3,0.8428160203412146,"[2, 2, 2, 2, 1]"
504,10.0,53,custom,3,3,0.7636575286249253,"[3, 3, 3]"
505,10.0,53,adaptive,3,3,0.9636289534060137,"[2, 2, 1, 1, 1, 2]"
506,10.0,54,custom,3,3,1.0,"[3, 3, 3]"
507,10.0,54,adaptive,3,3,0.868635633550184,"[2, 2, 2, 1, 2]"
508,10.0,55,custom,3,3,0.9692534170456736,"[2, 3, 3, 1]"
509,10.0,55,adaptive,3,3,0.9692534170456736,"[1, 1, 1, 3, 1, 1, 1]"
510,10.0,56,custom,3,3,1.0,"[3, 3, 2, 1]"
511,10.0,56,adaptive,3,3,0.8560136534398431,"[1, 2, 2, 1, 1, 2]"
512,10.0,57,custom,3,3,0.951989777356258,"[3, 3, 3]"
513,10.0,57,adaptive,3,3,0.6533653983340904,"[2, 2, 3, 1, 1]"
514,10.0,58,custom,3,3,0.70570613639567,"[3, 3, 3]"
515,10.0,58,adaptive,3,3,0.756433667964256,"[1, 2, 1, 1, 2, 2]"
516,10.0,59,custom,3,3,1.0,"[3, 3, 3]"
517,10.0,59,adaptive,3,3,1.0,"[2, 1, 2, 2, 2]"
518,10.0,60,custom,3,3,0.8952558085655131,"[3, 3, 3]"
519,10.0,60,adaptive,3,3,0.9267250892103756,"[3, 2, 1, 2, 1]"
520,10.0,61,custom,3,3,0.7784299931624886,"[3, 3, 3]"
521,10.0,61,adaptive,3,3,1.0,"[2, 2, 1, 2, 1, 1]"
522,10.0,62,custom,3,3,0.9480678657638574,"[3, 3, 3]"
523,10.0,62,adaptive,3,3,0.9480678657638574,"[3, 2, 2, 1, 1]"
524,10.0,63,custom,3,3,0.5367326002479159,"[3, 3, 3]"
525,10.0,63,adaptive,3,3,0.7837581947809357,"[2, 2, 2, 3]"
526,10.0,64,custom,3,3,0.9578395020204457,"[3, 3, 3]"
527,10.0,64,adaptive,3,3,0.900542907464841,"[2, 2, 2, 1, 1, 1]"
528,10.0,65,custom,3,3,0.9435719666255888,"[3, 3, 3]"
529,10.0,65,adaptive,3,3,0.9875713921617836,"[2, 1, 2, 2, 1, 1]"
530,10.0,66,custom,3,3,0.7031779234188474,"[3, 3, 3]"
531,10.0,66,adaptive,3,3,1.0,"[2, 2, 1, 2, 1, 1]"
532,10.0,67,custom,3,3,0.7736146291869428,"[3, 3, 3]"
533,10.0,67,adaptive,3,3,0.8156572854531827,"[1, 3, 1, 1, 1, 2]"
534,10.0,68,custom,3,3,0.5716448957880319,"[3, 3, 3]"
535,10.0,68,adaptive,3,3,0.8225495418186608,"[2, 2, 1, 2, 1, 1]"
536,10.0,69,custom,3,3,0.7265141616701152,"[3, 3, 3]"
537,10.0,69,adaptive,3,3,0.7265141616701152,"[1, 2, 2, 2, 2]"
538,10.0,70,custom,3,3,0.9405174511304321,"[3, 3, 2, 1]"
539,10.0,70,adaptive,3,3,1.0,"[2, 3, 3, 1]"
540,10.0,71,custom,3,3,1.0,"[3, 3, 3]"
541,10.0,71,adaptive,3,3,1.0,"[2, 2, 3, 2]"
542,10.0,72,custom,3,3,1.0,"[3, 3, 3]"
543,10.0,72,adaptive,3,3,0.7914467769124921,"[2, 2, 2, 2, 1]"
544,10.0,73,custom,3,3,0.8243018429959164,"[3, 2, 3, 1]"
545,10.0,73,adaptive,3,3,0.8243018429959164,"[1, 2, 2, 1, 2, 1]"
546,10.0,74,custom,3,3,0.7717993304101283,"[3, 2, 3, 1]"
547,10.0,74,adaptive,3,3,0.6314402745976676,"[2, 2, 1, 1, 2, 1]"
548,10.0,75,custom,3,3,0.7432093640967193,"[3, 3, 3]"
549,10.0,75,adaptive,3,3,0.7432093640967193,"[2, 1, 2, 1, 2, 1]"
550,10.0,76,custom,3,3,0.6089639477973309,"[3, 3, 3]"
551,10.0,76,adaptive,3,3,0.991207571344785,"[2, 2, 2, 3]"
552,10.0,77,custom,3,3,0.48950788616153845,"[3, 3, 3]"
553,10.0,77,adaptive,3,3,0.7935711679452238,"[2, 1, 2, 2, 1, 1]"
554,10.0,78,custom,3,3,0.5274219927530764,"[3, 3, 3]"
555,10.0,78,adaptive,3,3,0.7606213128296845,"[2, 3, 1, 1, 1, 1]"
556,10.0,79,custom,3,3,0.9584777591420222,"[3, 3, 3]"
557,10.0,79,adaptive,3,3,0.9584777591420222,"[2, 2, 1, 2, 2]"
558,10.0,80,custom,3,3,0.9032420288042398,"[3, 3, 3]"
559,10.0,80,adaptive,3,3,0.9032420288042398,"[2, 1, 2, 1, 1, 2]"
560,10.0,81,custom,3,3,0.9421712661629119,"[3, 3, 3]"
561,10.0,81,adaptive,3,3,0.887602111861315,"[1, 2, 2, 2, 1, 1]"
562,10.0,82,custom,3,3,0.7491664147892989,"[3, 3, 3]"
563,10.0,82,adaptive,3,3,0.6871326754639318,"[2, 2, 1, 1, 2, 1]"
564,10.0,83,custom,3,3,0.9051490246230125,"[3, 3, 3]"
565,10.0,83,adaptive,3,3,0.947375072122288,"[2, 2, 2, 1, 1, 1]"
566,10.0,84,custom,3,3,0.6013960782712597,"[3, 3, 3]"
567,10.0,84,adaptive,3,3,0.7864689845109698,"[2, 2, 1, 1, 1, 2]"
568,10.0,85,custom,3,3,0.9018538090630237,"[3, 3, 3]"
569,10.0,85,adaptive,3,3,1.0,"[1, 1, 2, 2, 1, 1, 1]"
570,10.0,86,custom,3,3,0.8771740287232975,"[3, 3, 3]"
571,10.0,86,adaptive,3,3,0.8771740287232975,"[1, 2, 2, 2, 2]"
572,10.0,87,custom,3,3,0.9455851430587718,"[3, 3, 3]"
573,10.0,87,adaptive,3,3,0.9058904202107333,"[2, 2, 3, 2]"
574,10.0,88,custom,3,3,0.8161703950052438,"[3, 3, 3]"
575,10.0,88,adaptive,3,3,0.6485649493114921,"[2, 2, 1, 2, 1, 1]"
576,10.0,89,custom,3,3,0.9257884027151421,"[3, 3, 3]"
577,10.0,89,adaptive,3,3,0.973916956008067,"[1, 2, 1, 3, 1, 1]"
578,10.0,90,custom,3,3,0.8015915795782749,"[3, 3, 3]"
579,10.0,90,adaptive,3,3,0.95000009065579,"[1, 2, 2, 2, 1, 1]"
580,10.0,91,custom,3,3,0.8987262050610191,"[3, 3, 3]"
581,10.0,91,adaptive,3,3,0.8522883150248265,"[2, 2, 2, 1, 1, 1]"
582,10.0,92,custom,3,3,0.7365292738835024,"[3, 2, 3, 1]"
583,10.0,92,adaptive,3,3,0.7442041803220881,"[2, 2, 1, 1, 2, 1]"
584,10.0,93,custom,3,3,1.0,"[3, 3, 3]"
585,10.0,93,adaptive,3,3,0.9366528582190987,"[1, 1, 1, 2, 2, 1, 1]"
586,10.0,94,custom,3,3,1.0,"[3, 3, 3]"
587,10.0,94,adaptive,3,3,1.0,"[3, 3, 1, 1, 1]"
588,10.0,95,custom,3,3,1.0,"[3, 3, 3]"
589,10.0,95,adaptive,3,3,0.897177989621568,"[2, 2, 2, 2, 1]"
590,10.0,96,custom,3,3,0.9786463231609477,"[3, 3, 3]"
591,10.0,96,adaptive,3,3,0.8330756057351414,"[1, 2, 2, 2, 2]"
592,10.0,97,custom,3,3,0.7661563239415332,"[3, 2, 3, 1]"
593,10.0,97,adaptive,3,3,0.7661563239415332,"[1, 2, 2, 1, 1, 1, 1]"
594,10.0,98,custom,3,3,0.7378874670157547,"[3, 3, 3]"
595,10.0,98,adaptive,3,3,0.7793150548388236,"[2, 2, 2, 1, 1, 1]"
596,10.0,99,custom,3,3,0.9990115821259687,"[3, 3, 3]"
597,10.0,99,adaptive,3,3,1.0,"[2, 2, 3, 2]"
598,10.0,100,custom,3,3,0.7990845092077745,"[3, 3, 3]"
599,10.0,100,adaptive,3,3,0.7152291212976949,"[1, 2, 2, 2, 2]"
600,100.0,1,custom,3,3,0.6282942724847472,"[3, 3, 3]"
601,100.0,1,adaptive,3,3,0.8183553958275281,"[2, 2, 2, 1, 2]"
602,100.0,2,custom,3,3,0.8974629390787308,"[2, 2, 3, 2]"
603,100.0,2,adaptive,3,3,0.9250210768802505,"[2, 1, 2, 3, 1]"
604,100.0,3,custom,3,3,0.8581177325285411,"[3, 3, 3]"
605,100.0,3,adaptive,3,3,0.7522919597956944,"[1, 2, 2, 3, 1]"
606,100.0,4,custom,3,3,0.44558048983805737,"[3, 3, 3]"
607,100.0,4,adaptive,3,3,0.5121782795937436,"[1, 1, 2, 2, 2, 1]"
608,100.0,5,custom,3,3,0.9387275853454502,"[3, 3, 3]"
609,100.0,5,adaptive,3,3,0.8673312946794847,"[2, 2, 1, 1, 2, 1]"
610,100.0,6,custom,3,3,1.0,"[3, 3, 3]"
611,100.0,6,adaptive,3,3,1.0,"[2, 2, 2, 2, 1]"
612,100.0,7,custom,3,3,1.0,"[3, 3, 3]"
613,100.0,7,adaptive,3,3,0.9004258946830878,"[1, 2, 2, 2, 1, 1]"
614,100.0,8,custom,3,3,0.9663132682891199,"[3, 3, 3]"
615,100.0,8,adaptive,3,3,0.8971998330450422,"[2, 2, 2, 1, 1, 1]"
616,100.0,9,custom,3,3,1.0,"[3, 3, 3]"
617,100.0,9,adaptive,3,3,1.0,"[1, 2, 1, 2, 2, 1]"
618,100.0,10,custom,3,3,0.7268182835455866,"[3, 2, 3, 1]"
619,100.0,10,adaptive,3,3,0.8427602373809103,"[2, 2, 1, 2, 2]"
620,100.0,11,custom,3,3,0.7116328106960563,"[3, 3, 3]"
621,100.0,11,adaptive,3,3,1.0,"[2, 2, 2, 2, 1]"
622,100.0,12,custom,3,3,0.8556740879129087,"[3, 3, 3]"
623,100.0,12,adaptive,3,3,0.7495990515563328,"[2, 1, 2, 3, 1]"
624,100.0,13,custom,3,3,1.0,"[3, 2, 3, 1]"
625,100.0,13,adaptive,3,3,1.0,"[2, 2, 2, 2, 1]"
626,100.0,14,custom,3,3,1.0,"[3, 3, 3]"
627,100.0,14,adaptive,3,3,0.9747111661515725,"[2, 1, 1, 2, 1, 1, 1]"
628,100.0,15,custom,3,3,0.7418415106142157,"[3, 3, 3]"
629,100.0,15,adaptive,3,3,0.8248886661718972,"[1, 1, 2, 1, 2, 1, 1]"
630,100.0,16,custom,3,3,0.8332653403430826,"[3, 3, 3]"
631,100.0,16,adaptive,3,3,1.0,"[2, 2, 2, 2, 1]"
632,100.0,17,custom,3,3,0.6652127506170649,"[3, 3, 3]"
633,100.0,17,adaptive,3,3,0.7403931837113594,"[2, 2, 2, 2, 1]"
634,100.0,18,custom,3,3,1.0,"[3, 3, 3]"
635,100.0,18,adaptive,3,3,1.0,"[3, 1, 2, 2, 1]"
636,100.0,19,custom,3,3,0.9190542491009573,"[3, 3, 3]"
637,100.0,19,adaptive,3,3,0.9190542491009573,"[1, 1, 3, 2, 1, 1]"
638,100.0,20,custom,3,3,0.7133888717981174,"[3, 3, 3]"
639,100.0,20,adaptive,3,3,0.8063362720343861,"[2, 3, 2, 2]"
640,100.0,21,custom,3,3,1.0,"[3, 3, 3]"
641,100.0,21,adaptive,3,3,0.7955757449319487,"[2, 2, 1, 2, 1, 1]"
642,100.0,22,custom,3,3,1.0,"[3, 3, 3]"
643,100.0,22,adaptive,3,3,0.7543164856825197,"[2, 2, 1, 1, 1, 1, 1]"
644,100.0,23,custom,3,3,0.6020171570622517,"[3, 2, 3, 1]"
645,100.0,23,adaptive,3,3,0.8300553777976616,"[2, 2, 1, 1, 2, 1]"
646,100.0,24,custom,3,3,0.661130783954946,"[3, 3, 3]"
647,100.0,24,adaptive,3,3,1.0,"[2, 2, 2, 3]"
648,100.0,25,custom,3,3,0.7106260552810723,"[3, 3, 3]"
649,100.0,25,adaptive,3,3,1.0,"[2, 1, 2, 2, 2]"
650,100.0,26,custom,3,3,0.6288075511191958,"[3, 3, 3]"
651,100.0,26,adaptive,3,3,0.7066411776886351,"[2, 2, 2, 2, 1]"
652,100.0,27,custom,3,3,0.8980012085468192,"[3, 3, 2, 1]"
653,100.0,27,adaptive,3,3,0.8980012085468192,"[2, 1, 2, 1, 2, 1]"
654,100.0,28,custom,3,3,0.9590281508581726,"[3, 2, 3, 1]"
655,100.0,28,adaptive,3,3,0.9853260711097078,"[2, 2, 3, 1, 1]"
656,100.0,29,custom,3,3,1.0,"[3, 3, 3]"
657,100.0,29,adaptive,3,3,1.0,"[2, 2, 3, 1, 1]"
658,100.0,30,custom,3,3,0.4545147675973471,"[3, 3, 3]"
659,100.0,30,adaptive,3,3,1.0,"[2, 2, 1, 2, 2]"
660,100.0,31,custom,3,3,0.9172666138378667,"[3, 3, 3]"
661,100.0,31,adaptive,3,3,0.9563917599759058,"[2, 2, 2, 1, 1, 1]"
662,100.0,32,custom,3,3,1.0,"[3, 2, 3, 1]"
663,100.0,32,adaptive,3,3,0.864340219668947,"[2, 1, 2, 2, 1, 1]"
664,100.0,33,custom,3,3,0.7915861455476982,"[3, 3, 3]"
665,100.0,33,adaptive,3,3,0.8449398930237811,"[2, 2, 2, 2, 1]"
666,100.0,34,custom,3,3,0.8610967847916671,"[3, 3, 3]"
667,100.0,34,adaptive,3,3,0.6364445296952403,"[2, 1, 2, 1, 1, 1, 1]"
668,100.0,35,custom,3,3,0.9485621509968176,"[3, 3, 3]"
669,100.0,35,adaptive,3,3,0.8014985522089195,"[2, 3, 2, 2]"
670,100.0,36,custom,3,3,0.7869865637105994,"[3, 3, 3]"
671,100.0,36,adaptive,3,3,0.9492384015395542,"[1, 3, 1, 2, 1, 1]"
672,100.0,37,custom,3,3,0.9405084866623131,"[2, 3, 3, 1]"
673,100.0,37,adaptive,3,3,0.8860839574605266,"[2, 2, 2, 2, 1]"
674,100.0,38,custom,3,3,0.9883529557141186,"[2, 3, 3, 1]"
675,100.0,38,adaptive,3,3,0.8559895721331299,"[2, 2, 2, 2, 1]"
676,100.0,39,custom,3,3,0.9852330959184453,"[3, 3, 3]"
677,100.0,39,adaptive,3,3,0.9852330959184453,"[1, 1, 3, 2, 1, 1]"
678,100.0,40,custom,3,3,0.6807123007414853,"[3, 3, 3]"
679,100.0,40,adaptive,3,3,0.7734128360655895,"[2, 2, 2, 2, 1]"
680,100.0,41,custom,3,3,0.9429291469210724,"[3, 3, 3]"
681,100.0,41,adaptive,3,3,0.9516808895688624,"[2, 1, 1, 2, 2, 1]"
682,100.0,42,custom,3,3,0.6947949420916049,"[2, 3, 2, 2]"
683,100.0,42,adaptive,3,3,0.7224076208369755,"[2, 2, 2, 2, 1]"
684,100.0,43,custom,3,3,0.8109107588982305,"[3, 3, 3]"
685,100.0,43,adaptive,3,3,1.0,"[2, 1, 2, 2, 1, 1]"
686,100.0,44,custom,3,3,1.0,"[3, 2, 3, 1]"
687,100.0,44,adaptive,3,3,1.0,"[1, 1, 2, 1, 2, 1, 1]"
688,100.0,45,custom,3,3,0.7767183781595395,"[3, 3, 3]"
689,100.0,45,adaptive,3,3,0.8600860405340299,"[2, 1, 2, 1, 2, 1]"
690,100.0,46,custom,3,3,0.6326778090166235,"[3, 3, 3]"
691,100.0,46,adaptive,3,3,1.0,"[2, 3, 1, 2, 1]"
692,100.0,47,custom,3,3,0.6455785405257641,"[3, 3, 3]"
693,100.0,47,adaptive,3,3,0.6455785405257641,"[2, 2, 2, 1, 1, 1]"
694,100.0,48,custom,3,3,0.905158299471696,"[3, 3, 2, 1]"
695,100.0,48,adaptive,3,3,0.8674593717953564,"[2, 2, 2, 3]"
696,100.0,49,custom,3,3,0.642927239036151,"[3, 3, 2, 1]"
697,100.0,49,adaptive,3,3,0.9150598113393096,"[1, 2, 1, 3, 1, 1]"
698,100.0,50,custom,3,3,1.0,"[3, 3, 2, 1]"
699,100.0,50,adaptive,3,3,0.9746120404537205,"[2, 2, 1, 2, 1, 1]"
700,100.0,51,custom,3,3,0.8651736856359376,"[3, 2, 3, 1]"
701,100.0,51,adaptive,3,3,0.8246430827212079,"[2, 2, 1, 2, 2]"
702,100.0,52,custom,3,3,0.7013958628136214,"[3, 3, 3]"
703,100.0,52,adaptive,3,3,0.6019648731300119,"[2, 2, 2, 1, 2]"
704,100.0,53,custom,3,3,0.49040633944342804,"[3, 3, 3]"
705,100.0,53,adaptive,3,3,0.9114601065670096,"[1, 2, 2, 1, 2, 1]"
706,100.0,54,custom,3,3,0.8665780786479468,"[3, 3, 3]"
707,100.0,54,adaptive,3,3,0.924663630427534,"[2, 1, 1, 2, 1, 2]"
708,100.0,55,custom,3,3,0.7827488361323568,"[3, 3, 2, 1]"
